Course Session,Course,Professor,Bulletin,First Year Cirriculum,Credit-Hours,Term,Description,Year Begin,Year End,Course Category
Bankruptcy Practice (1909-1910),Bankruptcy Practice,Hon. Milton J. Green,1909-1910,,,,,1909,1910,Consumer & Commercial Law
The Practice of Mining Law (1909-1910),The Practice of Mining Law,William E. Colby,1909-1910,,,,,1909,1910,"Environmental, Natural Resources, Land Use & Water Law"
Practice in the Supreme Court (1909-1910),Practice in the Supreme Court,Hon. M.C. Sloss,1909-1910,,,,,1909,1910,"Professional Skills, Practice & Ethics"
The Preparation of Cases on Appeal (1909-1910),The Preparation of Cases on Appeal,E.F. Treadwell,1909-1910,,,,,1909,1910,"Professional Skills, Practice & Ethics"
Blackstone (1909-1910),Blackstone,Charles S. Wheeler,1909-1910,,,,,1909,1910,Courts & Jurisprudence
Direct Primary Legislation (1909-1910),Direct Primary Legislation,Hon. Louis H. Roseberry,1909-1910,,,,,1909,1910,"Politics, Policy & Legislation"
Mechanics' Liens and Building Contracts (1909-1910),Mechanics' Liens and Building Contracts,Edward Hohfeld,1909-1910,,,,,1909,1910,Consumer & Commercial Law
Introduction to the Study of Law (1910-1911),Introduction to the Study of Law,Charles Andrews Huston,1910-1911,,,,,1910,1911,Introduction to Law
Criminal Law (1910-1911),Criminal Law,Charles Henry Huberich,1910-1911,,,,,1910,1911,Criminal Law & Procedure
Constitutional Law (1910-1911),Constitutional Law,Charles Henry Huberich,1910-1911,,,,,1910,1911,Constitutional Law
Municipal Corporations (1910-1911),Municipal Corporations,Charles Andrews Huston,1910-1911,,,,,1910,1911,Local Law
Introduction to Property (1910-1911),Introduction to Property,Frederic Campbell Woodward,1910-1911,,,,,1910,1911,Property
Title to Land (1910-1911),Title to Land,Joseph Walter Bingham,1910-1911,,,,,1910,1911,Property
Estates and Executory Interests (1910-1911),Estates and Executory Interests,Joseph Walter Bingham,1910-1911,,,,,1910,1911,Trusts & Estates
Future Interests (1910-1911),Future Interests,Joseph Walter Bingham,1910-1911,,,,,1910,1911,Trusts & Estates
Water Rights and Irrigation Law (1910-1911),Water Rights and Irrigation Law,Joseph Walter Bingham,1910-1911,,,,,1910,1911,"Environmental, Natural Resources, Land Use & Water Law"
Torts (1910-1911),Torts,Arthur Martin Cathcart,1910-1911,,,,,1910,1911,"Contracts, Torts & Remedies"
Quasi-Contracts (1910-1911),Quasi-Contracts,Arthur Martin Cathcart,1910-1911,,,,,1910,1911,"Contracts, Torts & Remedies"
Contracts (1910-1911),Contracts,Frederic Campbell Woodward,1910-1911,,,,,1910,1911,"Contracts, Torts & Remedies"
Bills and Notes (1910-1911),Bills and Notes,Charles Henry Huberich,1910-1911,,,,,1910,1911,Consumer & Commercial Law
Agency (1910-1911),Agency,Charles Andrews Huston,1910-1911,,,,,1910,1911,Agency
Partnership (1910-1911),Partnership,Charles Andrews Huston,1910-1911,,,,,1910,1911,Corporate Law
Private Corporations (1910-1911),Private Corporations,Charles Andrews Huston,1910-1911,,,,,1910,1911,Corporate Law
Bankruptcy (1910-1911),Bankruptcy,Frederic Campbell Woodward,1910-1911,,,,,1910,1911,Consumer & Commercial Law
Equity I (1910-1911),Equity I,Wesley Newcomb Hohfeld,1910-1911,,,,,1910,1911,"Contracts, Torts & Remedies"
Equity II: Trusts (1910-1911),Equity II: Trusts,Wesley Newcomb Hohfeld,1910-1911,,,,,1910,1911,Trusts & Estates
Damages (1910-1911),Damages,Arthur Martin Cathcart,1910-1911,,,,,1910,1911,"Contracts, Torts & Remedies"
Common Law Pleading (1910-1911),Common Law Pleading,Arthur Martin Cathcart,1910-1911,,,,,1910,1911,Pleading
Code Pleading (1910-1911),Code Pleading,Arthur Martin Cathcart,1910-1911,,,,,1910,1911,Pleading
Evidence (1910-1911),Evidence,Wesley Newcomb Hohfeld,1910-1911,,,,,1910,1911,Evidence
California Practice (1910-1911),California Practice,John Slater Partridge,1910-1911,,,,,1910,1911,"Professional Skills, Practice & Ethics"
Introduction to the Study of Law (1911-1912),Introduction to the Study of Law,Charles Andrews Huston,1911-1912,,,,,1911,1912,Introduction to Law
Criminal Law (1911-1912),Criminal Law,Charles Henry Huberich,1911-1912,,,,,1911,1912,Criminal Law & Procedure
Constitutional Law (1911-1912),Constitutional Law,Charles Henry Huberich,1911-1912,,,,,1911,1912,Constitutional Law
Conflict of Laws (1911-1912),Conflict of Laws,Charles Henry Huberich,1911-1912,,,,,1911,1912,Civil Law & Procedure
Admiralty (1911-1912),Admiralty,Charles Andrews Huston,1911-1912,,,,,1911,1912,International & Comparative Law
Persons and Domestic Relations (1911-1912),Persons and Domestic Relations,Frederic Campbell Woodward,1911-1912,,,,,1911,1912,Family Law
Introduction to Property (1911-1912),Introduction to Property,Joseph Walter Bingham,1911-1912,,,,,1911,1912,Property
Wills and Administration (1911-1912),Wills and Administration,Joseph Walter Bingham,1911-1912,,,,,1911,1912,Trusts & Estates
Future Interests (1911-1912),Future Interests,Joseph Walter Bingham,1911-1912,,,,,1911,1912,Trusts & Estates
Torts (1911-1912),Torts,Arthur Martin Cathcart,1911-1912,,,,,1911,1912,"Contracts, Torts & Remedies"
Contracts (1911-1912),Contracts,Frederic Campbell Woodward,1911-1912,,,,,1911,1912,"Contracts, Torts & Remedies"
Agency (1911-1912),Agency,Charles Andrews Huston,1911-1912,,,,,1911,1912,Agency
Partnership (1911-1912),Partnership,Charles Andrews Huston,1911-1912,,,,,1911,1912,Corporate Law
Private Corporations (1911-1912),Private Corporations,Charles Andrews Huston,1911-1912,,,,,1911,1912,Corporate Law
Public Service Companies and Carriers (1911-1912),Public Service Companies and Carriers,Arthur Martin Cathcart,1911-1912,,,,,1911,1912,Administrative Law & Regulation
Suretyship (1911-1912),Suretyship,Frederic Campbell Woodward,1911-1912,,,,,1911,1912,Consumer & Commercial Law
Equity I (1911-1912),Equity I,Wesley Newcomb Hohfeld,1911-1912,,,,,1911,1912,"Contracts, Torts & Remedies"
Damages (1911-1912),Damages,Arthur Martin Cathcart,1911-1912,,,,,1911,1912,"Contracts, Torts & Remedies"
Pleading (1911-1912),Pleading,Arthur Martin Cathcart,1911-1912,,,,,1911,1912,Pleading
Evidence (1911-1912),Evidence,Wesley Newcomb Hohfeld,1911-1912,,,,,1911,1912,Evidence
California Practice (1911-1912),California Practice,John Slater Partridge,1911-1912,,,,,1911,1912,"Professional Skills, Practice & Ethics"
Persons and Domestic Relations (1911-1912),Persons and Domestic Relations,Frederic Campbell Woodward,1911-1912,,,Summer,,1912,1912,Family Law
Water Rights and Irrigation Law (1911-1912),Water Rights and Irrigation Law,Joseph Walter Bingham,1911-1912,,,Summer,,1912,1912,"Environmental, Natural Resources, Land Use & Water Law"
Mining Law (1911-1912),Mining Law,Joseph Walter Bingham,1911-1912,,,Summer,,1912,1912,"Environmental, Natural Resources, Land Use & Water Law"
Quasi-Contracts (1911-1912),Quasi-Contracts,Arthur Martin Cathcart,1911-1912,,,Summer,,1912,1912,"Contracts, Torts & Remedies"
Contracts (1911-1912),Contracts,Frederic Campbell Woodward,1911-1912,,,Summer,,1912,1912,"Contracts, Torts & Remedies"
Agency (1911-1912),Agency,Charles Andrews Huston,1911-1912,,,Summer,,1912,1912,Agency
Insurance (1911-1912),Insurance,Charles Andrews Huston,1911-1912,,,Summer,,1912,1912,Consumer & Commercial Law
Introduction to the Study of Law (1912-1913),Introduction to the Study of Law,Charles Andrews Huston,1912-1913,,,,,1912,1913,Introduction to Law
Criminal Law (1912-1913),Criminal Law,Charles Henry Huberich,1912-1913,,,,,1912,1913,Criminal Law & Procedure
Constitutional Law (1912-1913),Constitutional Law,Charles Henry Huberich,1912-1913,,,,,1912,1913,Constitutional Law
Municipal Corporations (1912-1913),Municipal Corporations,Charles Andrews Huston,1912-1913,,,,,1912,1913,Local Law
Admiralty (1912-1913),Admiralty,Charles Andrews Huston,1912-1913,,,,,1912,1913,International & Comparative Law
Persons and Domestic Relations (1912-1913),Persons and Domestic Relations,Frederic Campbell Woodward,1912-1913,,,,,1912,1913,Family Law
Introduction to Property (1912-1913),Introduction to Property,Joseph Walter Bingham,1912-1913,,,,,1912,1913,Property
Title to Land (1912-1913),Title to Land,Joseph Walter Bingham,1912-1913,,,,,1912,1913,Property
Water Rights and Irrigation Law (1912-1913),Water Rights and Irrigation Law,Joseph Walter Bingham,1912-1913,,,,,1912,1913,"Environmental, Natural Resources, Land Use & Water Law"
Mining Law (1912-1913),Mining Law,Joseph Walter Bingham,1912-1913,,,,,1912,1913,"Environmental, Natural Resources, Land Use & Water Law"
Torts (1912-1913),Torts,Arthur Martin Cathcart,1912-1913,,,,,1912,1913,"Contracts, Torts & Remedies"
Quasi-Contracts (1912-1913),Quasi-Contracts,Arthur Martin Cathcart,1912-1913,,,,,1912,1913,"Contracts, Torts & Remedies"
Contracts (1912-1913),Contracts,Frederic Campbell Woodward,1912-1913,,,,,1912,1913,"Contracts, Torts & Remedies"
Bills and Notes (1912-1913),Bills and Notes,Charles Henry Huberich,1912-1913,,,,,1912,1913,Consumer & Commercial Law
Sales (1912-1913),Sales,Frederic Campbell Woodward,1912-1913,,,,,1912,1913,Consumer & Commercial Law
Agency (1912-1913),Agency,Charles Andrews Huston,1912-1913,,,,,1912,1913,Agency
Private Corporations (1912-1913),Private Corporations,Charles Andrews Huston,1912-1913,,,,,1912,1913,Corporate Law
Insurance (1912-1913),Insurance,Charles Andrews Huston,1912-1913,,,,,1912,1913,Consumer & Commercial Law
Equity I (1912-1913),Equity I,Wesley Newcomb Hohfeld,1912-1913,,,,,1912,1913,"Contracts, Torts & Remedies"
Equity II: Trusts (1912-1913),Equity II: Trusts,Wesley Newcomb Hohfeld,1912-1913,,,,,1912,1913,Trusts & Estates
Pleading (1912-1913),Pleading,Arthur Martin Cathcart,1912-1913,,,,,1912,1913,Pleading
Evidence (1912-1913),Evidence,Wesley Newcomb Hohfeld,1912-1913,,,,,1912,1913,Evidence
California Practice (1912-1913),California Practice,Samuel Watson Charles,1912-1913,,,,,1912,1913,"Professional Skills, Practice & Ethics"
Introduction to the Study of Law (1913-1914),Introduction to the Study of Law,Marion Rice Kirkwood,1913-1914,,,,,1913,1914,Introduction to Law
Contracts (1913-1914),Contracts,Frederic Campbell Woodward,1913-1914,,,,,1913,1914,"Contracts, Torts & Remedies"
Torts (1913-1914),Torts,Arthur Martin Cathcart,1913-1914,,,,,1913,1914,"Contracts, Torts & Remedies"
Criminal Law (1913-1914),Criminal Law,Emlin McClain,1913-1914,,,,,1913,1914,Criminal Law & Procedure
Introduction to Property (1913-1914),Introduction to Property,Marion Rice Kirkwood,1913-1914,,,,,1913,1914,Property
Agency (1913-1914),Agency,Charles Andrews Huston,1913-1914,,,,,1913,1914,Agency
Equity I: Trusts (1913-1914),Equity I: Trusts,Wesley Newcomb Hohfeld,1913-1914,,,,,1913,1914,Trusts & Estates
Constitutional Law (1913-1914),Constitutional Law,Arthur Martin Cathcart,1913-1914,,,,,1913,1914,Constitutional Law
Municipal Corporations (1913-1914),Municipal Corporations,Charles Andrews Huston,1913-1914,,,,,1913,1914,Local Law
Conflict of Laws (1913-1914),Conflict of Laws,Wesley Newcomb Hohfeld,1913-1914,,,,,1913,1914,Civil Law & Procedure
Wills and Administration (1913-1914),Wills and Administration,Joseph Walter Bingham,1913-1914,,,,,1913,1914,Trusts & Estates
Future Interests (1913-1914),Future Interests,Joseph Walter Bingham,1913-1914,,,,,1913,1914,Trusts & Estates
Persons and Domestic Relations (1913-1914),Persons and Domestic Relations,Emlin McClain,1913-1914,,,,,1913,1914,Family Law
Bailments and Carriers (1913-1914),Bailments and Carriers,Emlin McClain,1913-1914,,,,,1913,1914,Administrative Law & Regulation
Bills and Notes (1913-1914),Bills and Notes,Marion Rice Kirkwood,1913-1914,,,,,1913,1914,Consumer & Commercial Law
Partnership (1913-1914),Partnership,Charles Andrews Huston,1913-1914,,,,,1913,1914,Corporate Law
Private Corporations (1913-1914),Private Corporations,Charles Andrews Huston,1913-1914,,,,,1913,1914,Corporate Law
Mortgages (1913-1914),Mortgages,Frederic Campbell Woodward,1913-1914,,,,,1913,1914,Consumer & Commercial Law
"""Equity III: Interpleader, Bills of Peace, etc."" (1913-1914)","""Equity III: Interpleader, Bills of Peace, etc.""",Marion Rice Kirkwood,1913-1914,,,,,1913,1914,"Contracts, Torts & Remedies"
Damages (1913-1914),Damages,Emlin McClain,1913-1914,,,,,1913,1914,"Contracts, Torts & Remedies"
Common Law Pleading (1913-1914),Common Law Pleading,Arthur Martin Cathcart,1913-1914,,,,,1913,1914,Pleading
Code Pleading (1913-1914),Code Pleading,Arthur Martin Cathcart,1913-1914,,,,,1913,1914,Pleading
Evidence (1913-1914),Evidence,Wesley Newcomb Hohfeld,1913-1914,,,,,1913,1914,Evidence
California Practice (1913-1914),California Practice,Samuel Watson Charles,1913-1914,,,,,1913,1914,"Professional Skills, Practice & Ethics"
Moot Court (1913-1914),Moot Court,Emlin McClain,1913-1914,,,,,1913,1914,Research & Writing
Introduction to the Study of Law (1914-1915),Introduction to the Study of Law,Marion Rice Kirkwood,1914-1915,,,,,1914,1915,Introduction to Law
Contracts (1914-1915),Contracts,Frederic Campbell Woodward,1914-1915,,,,,1914,1915,"Contracts, Torts & Remedies"
Torts (1914-1915),Torts,Arthur Martin Cathcart,1914-1915,,,,,1914,1915,"Contracts, Torts & Remedies"
Criminal Law (1914-1915),Criminal Law,Emlin McClain,1914-1915,,,,,1914,1915,Criminal Law & Procedure
Introduction to Property (1914-1915),Introduction to Property,Marion Rice Kirkwood,1914-1915,,,,,1914,1915,Property
Agency (1914-1915),Agency,Charles Andrews Huston,1914-1915,,,,,1914,1915,Agency
Equity I: Contracts and Torts (1914-1915),Equity I: Contracts and Torts,Wesley Newcomb Hohfeld,1914-1915,,,,,1914,1915,"Contracts, Torts & Remedies"
Constitutional Law (1914-1915),Constitutional Law,Arthur Martin Cathcart,1914-1915,,,,,1914,1915,Constitutional Law
Administrative Law and Public Officers (1914-1915),Administrative Law and Public Officers,Charles Andrews Huston,1914-1915,,,,,1914,1915,Administrative Law & Regulation
Municipal Corporations (1914-1915),Municipal Corporations,Charles Andrews Huston,1914-1915,,,,,1914,1915,Local Law
Title to Land I: Possession and Landlord and Tenant (1914-1915),Title to Land I: Possession and Landlord and Tenant,Joseph Walter Bingham,1914-1915,,,,,1914,1915,Property
Title to Land II: Conveyances (1914-1915),Title to Land II: Conveyances,Joseph Walter Bingham,1914-1915,,,,,1914,1915,Property
Wills and Administration (1914-1915),Wills and Administration,Joseph Walter Bingham,1914-1915,,,,,1914,1915,Trusts & Estates
Water Rights and Irrigation Law (1914-1915),Water Rights and Irrigation Law,Joseph Walter Bingham,1914-1915,,,,,1914,1915,"Environmental, Natural Resources, Land Use & Water Law"
Mining Law (1914-1915),Mining Law,Joseph Walter Bingham,1914-1915,,,,,1914,1915,"Environmental, Natural Resources, Land Use & Water Law"
Persons and Domestic Relations (1914-1915),Persons and Domestic Relations,Emlin McClain,1914-1915,,,,,1914,1915,Family Law
Quasi-Contracts (1914-1915),Quasi-Contracts,Frederic Campbell Woodward,1914-1915,,,,,1914,1915,"Contracts, Torts & Remedies"
Sales (1914-1915),Sales,Frederic Campbell Woodward,1914-1915,,,,,1914,1915,Consumer & Commercial Law
Bills and Notes (1914-1915),Bills and Notes,Marion Rice Kirkwood,1914-1915,,,,,1914,1915,Consumer & Commercial Law
Private Corporations (1914-1915),Private Corporations,Charles Andrews Huston,1914-1915,,,,,1914,1915,Corporate Law
Insurance (1914-1915),Insurance,Emlin McClain,1914-1915,,,,,1914,1915,Consumer & Commercial Law
Mortgages (1914-1915),Mortgages,Marion Rice Kirkwood,1914-1915,,,,,1914,1915,Consumer & Commercial Law
Equity II: Trusts (1914-1915),Equity II: Trusts,Wesley Newcomb Hohfeld,1914-1915,,,,,1914,1915,Trusts & Estates
"""Equity III: Interpleader, Bills of Peace, etc."" (1914-1915)","""Equity III: Interpleader, Bills of Peace, etc.""",Marion Rice Kirkwood,1914-1915,,,,,1914,1915,"Contracts, Torts & Remedies"
Damages (1914-1915),Damages,Emlin McClain,1914-1915,,,,,1914,1915,"Contracts, Torts & Remedies"
Pleading (1914-1915),Pleading,Arthur Martin Cathcart,1914-1915,,,,,1914,1915,Pleading
Evidence (1914-1915),Evidence,Wesley Newcomb Hohfeld,1914-1915,,,,,1914,1915,Evidence
California Practice (1914-1915),California Practice,Samuel Watson Charles,1914-1915,,,,,1914,1915,"Professional Skills, Practice & Ethics"
Moot Court (1914-1915),Moot Court,Emlin McClain,1914-1915,,,,,1914,1915,Research & Writing
Introduction to the Study of Law (1915-1916),Introduction to the Study of Law,Marion Rice Kirkwood,1915-1916,,,,,1915,1916,Introduction to Law
Contracts (1915-1916),Contracts,Frederic Campbell Woodward,1915-1916,,,,,1915,1916,"Contracts, Torts & Remedies"
Torts (1915-1916),Torts,Arthur Martin Cathcart,1915-1916,,,,,1915,1916,"Contracts, Torts & Remedies"
Criminal Law (1915-1916),Criminal Law,,1915-1916,,,,,1915,1916,Criminal Law & Procedure
Introduction to Property (1915-1916),Introduction to Property,Marion Rice Kirkwood,1915-1916,,,,,1915,1916,Property
Agency (1915-1916),Agency,Charles Andrews Huston,1915-1916,,,,,1915,1916,Agency
Equity I: Contracts and Torts (1915-1916),Equity I: Contracts and Torts,,1915-1916,,,,,1915,1916,"Contracts, Torts & Remedies"
Constitutional Law (1915-1916),Constitutional Law,Arthur Martin Cathcart,1915-1916,,,,,1915,1916,Constitutional Law
Administrative Law and Public Officers (1915-1916),Administrative Law and Public Officers,Charles Andrews Huston,1915-1916,,,,,1915,1916,Administrative Law & Regulation
Conflict of Laws (1915-1916),Conflict of Laws,,1915-1916,,,,,1915,1916,Civil Law & Procedure
Admiralty (1915-1916),Admiralty,Marion Rice Kirkwood,1915-1916,,,,,1915,1916,International & Comparative Law
Roman Law (1915-1916),Roman Law,Charles Andrews Huston,1915-1916,,,,,1915,1916,Legal History
Title to Land I: Possession and Landlord and Tenant (1915-1916),Title to Land I: Possession and Landlord and Tenant,Joseph Walter Bingham,1915-1916,,,,,1915,1916,Property
Wills (1915-1916),Wills,Joseph Walter Bingham,1915-1916,,,,,1915,1916,Trusts & Estates
Water Rights and Irrigation Law (1915-1916),Water Rights and Irrigation Law,Joseph Walter Bingham,1915-1916,,,,,1915,1916,"Environmental, Natural Resources, Land Use & Water Law"
